Product Name,Price,Product URL,RAM,Storage Capacity,SIM Card Slot,Model,Screen Size
OPEN BOX Samsung Galaxy S24+ PLUS 5G SM-926U1 256GB 512GB FACTORY UNLOCKED,$769.00 ,https://www.ebay.com/itm/126533981130?_skw=phone&hash=item1d760353ca:g:urcAAOSwzZ9mcGdQ&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKknFhvF3%2Bq1ISCo4h%2FCpWKMc7WWivO9P9J8zUqX08He4lk8%2FmeuGDpwl0aCuq8bQ6wQLwRcW%2Fo8mmlIkjueFUpNqnR99OXpmd5LfgS2CXrqigNeHGE5ZB72yveIQc3rIBndlA3zoPfeCh6oQYfJK%2FypHbJunWOZa7QdgLKJa3pIGjc9nJGqSek0ZMn8AbT2Qoi%2BqQ%2FOjIFe8C28aQ2bituodI12y7Up2HEPULL%2BsFdtnCzXGexZ8os--50b7VBZyxgi1z1KbL3o1YPA1nhw0JxM%7Ctkp%3ABk9SR7KfsNa8ZA,12 GB,-,Dual SIM (SIM + eSIM),Samsung Galaxy S24+,6.7 in
Brand New Samsung Galaxy A15 128GB Smartphone 4G Dual Sim Unlocked Blue Black,$149.65 ,https://www.ebay.com/itm/335500797682?_skw=phone&hash=item4e1d67e6f2:g:ThEAAOSwQ4pmoVjH&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmMrHZjZwMc4A9GmOUn6SaBOI5pREXG1UxE%2BXd%2BvL6HUzu1VRY4hL9K7f1gdcPF4PT5rTJE0PXgg6CBFzsPpyYwY3XK9HlfucokOyGs5sF%2FR9pGqLcxC62QGFf7bVium8cYIHJxEJkkjio7K3nfHQ6Cf8evkO0UKvyLnVeYFvBIReOVH9bVlvMYWSn0r0mkJldd%2BhxI8l6J%2B0gHAOcE3lVY1RkcXwz6LsLYme9zgE3VTWjykwW%2BslsjnfUuURpmHmRcGdo2wqy3wyrc9vZrn%2FDg%7Ctkp%3ABk9SR7KfsNa8ZA,4 GB,128 GB,Dual SIM (SIM + SIM),Samsung Galaxy A15,6.5 in
Latest Samsung Galaxy A15 5G 128GB SM-A156U Blue Black (Verizon),$114.98 ,https://www.ebay.com/itm/156271277431?_skw=phone&hash=item24627e7577:g:sIgAAOSwmFRmY4Zs&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnh4ntGOb6bE%2FUPMQrZCPbLqRzd%2BgGfyng2r%2F3gCrCg0yUThsMa0mexepnSz07keGb88nPsxgLd7rt%2F5xzbdLdHFbcjQM1CcU93KBAMw9kpx9iovr9qwmrZlnWDsQr5%2BYJb170wMmOrsD5CVwgXgPhLEAAo3s4NNCZOM7NbLFUJA0YBeZLzgMEAN5zSLl9gKlnxFk72XFu0qBDXAKgjGqWn7pHznbqY9E07lrDYqQMfTg%3D%3D%7Ctkp%3ABk9SR7ifsNa8ZA,4 GB,128 GB,Single SIM,Samsung Galaxy A15 5G,6.5 in
Samsung Galaxy S24 Ultra 5G S928U1 512GB (Factory Unlocked) - Excellent,$959.99 ,https://www.ebay.com/itm/326111567974?_skw=phone&epid=24064913703&hash=item4bedc3a066:g:9JgAAOSwOJtmLm0J&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlEVkxFJ1zEB0UKPl4QeQXGsdWONgNWbd4r4%2Fg3n0FxEHc14wmcC5N4W4Bqq3xrYgU845D92%2BP3CDxdTFODm%2FzwEjtV1Y33vbTlN2L4yKZvqyR20wVMCucce3E%2Fygi526tRBW%2FAWukrY1eCxc20fjVmXLdfasPJ%2BEnKWZprr62cuRBTcSh6Ebks86O7ZQ1XAr%2BojUBd7RxexN0cQ--Qy8ygHJHx9UjV3YQrUPegSyRJjQ%3D%3D%7Ctkp%3ABk9SR7ifsNa8ZA,12 GB,512 GB,Dual SIM (SIM + eSIM),Samsung Galaxy S24 Ultra,6.8 in
Samsung Galaxy S23 FE 5G SM-S711U - 128 - Unlocked/T-Mobile/Xfinity - Excellent,$319.99 ,https://www.ebay.com/itm/176418635874?_skw=phone&hash=item29135ec062:g:n54AAOSwOMZmZ4um&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn1VYajR9h7cb7T57sOb7g0yvw5Lnd7%2F0NlTJtEF89M2f5wbVNdj5oJ3IE2N9hzaVPkFb%2FaAcqHvOlJUcyOPdIhZIaBrSKK2td6DcyQUMk%2Bk9LBAo4GmE530upXP3dWuyL8XyTbQ9nZK%2FRvU9o1wVkmYDdzHkxr3cAULm8BC4dorOB3F8CWHag576gWuFH4KevGsIBKY%2FLg2PZypk5rHxJKyafgcyJUmyPvydobyFHk01l1gcDJUkYRiTL60rzox6IsLLjS6bJlk%2FZA0SsshiuT%7Ctkp%3ABk9SR7qfsNa8ZA,8 GB,128 GB,Single SIM,Samsung Galaxy S23 FE,6.4 in
New ListingSamsung Galaxy S23 - 128 GB - Black (Unlocked),$499.00 ,https://www.ebay.com/itm/395674588056?_skw=phone&epid=14064994674&hash=item5c200b1398:g:ElYAAOSwXU9m4iJn&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmDMzE1AuyN4685usxZ3iq%2BbnMYpLjsO13gjDQbBXyclX1%2B8zr%2FUN9dDzgAw%2F%2BKyFVaKwgmyYEv2%2FXtGjVf0J2p8rVIbyqoxk7CXHOWklFEjuV2TkHWDD2aG13fE0MT6EYikYzK0M2DJaTeI7seAX05nV4HHrwttpeA0poE1Mhvd0jAmzZoZdhV8E7xONpulh33aD6Xy3839c0CLOtWLmMmNsljNoaajyp9xryVImVGGBrWL12H18zkpwLp2nMxBtLeG1T1QwvzXtnbUumh20kJ%7Ctkp%3ABk9SR7qfsNa8ZA,8 GB,256 GB,Dual SIM (SIM + eSIM),Samsung Galaxy S23,6.1 in
Straight Talk Samsung Galaxy A13 5G 64GB Black Prepaid Smartphone Brand New,$69.99 ,https://www.ebay.com/itm/145901186505?_skw=phone&hash=item21f8636dc9:g:n00AAOSwMRhmm32Z&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlJkYNV%2FQv9YpNtF1FTZEZ2mP%2BFSjstlP%2FcHlMjl5zTYTjf0VtnPm1sC9WmTDEpf2RosYVyuDLeTjthw0EJ9qgtlJ0xJI1Ys5YkS6lh8%2BvwRPvXqjNIs1YL0GO0K6YSOah8QyMGdmXx%2Bh5IxryRA%2Fs0fm0isKDYhCozOJBC6yIqXiGd9C9dSFwQc3FGJJ5giGXgfvnEzdVKdHfdJdGnHSq7huSjCsAKwoGGtxtf7%2BT9Yw%3D%3D%7Ctkp%3ABk9SR7yfsNa8ZA,4 GB,64 GB,Single SIM,Samsung Galaxy A13 5G,6.5 in
Brand New Samsung Galaxy A15 4G SIM Free 128GB Android Mobile Phone Blue Black,$156.17 ,https://www.ebay.com/itm/116144257110?_skw=phone&hash=item1b0abcb856:g:1D4AAOSwcxNmGmfy&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmQZYUuKJsTN81B%2BYDLMZpJ5ciPwfhUAVz8ROILHkkB89Hwns8yX%2BMuzD1yc0LXh6u9Xq03QCHmo5aG%2FRGoqbzN4M4bF3S8xwFkcbh53Baj3oijlcvY06rE8m8P5ZzGcbQUHZzYzvhjSwtBkmf4Nl1bcVNj1lbax%2B0XVX2J%2Bls1%2BeASto9IPfZRx9QNhAO45dliPIAqhHolCKByAFHUrLSAAohCMEDRpm%2BP3BAhUUnrhA%3D%3D%7Ctkp%3ABk9SR7yfsNa8ZA,4 GB,128 GB,Dual SIM (SIM + SIM),Samsung Galaxy A15,6.5 in
"Samsung Galaxy A15,A14,A05,A04E,A05S,A03 CORE 4G 5G 128/64/32GB BRAND NEW SEALED",$219.88 ,https://www.ebay.com/itm/355158588729?_skw=phone&hash=item52b119fd39:g:rcIAAOSwqCpmIUbI&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkApMAPb7%2BlZ5b9mizm95ZLXd%2B7HRMyaZ%2Fm8uxdyKNew3h%2BKBu8bkncdW1dqy2w7ndVmgsDOkGi9D42tfS4Xq%2BFZBiESnRgnRZR04GaWcSxrPA9wPkJbr5IiNjXDtA5ycEMV5eJBLahsBzuZU2OjxFj6vC5Z8tx5aGP1qAD5v9jRBaty2YtXp4cO91xiEG7cHdm0GuNUfi7Hpp1SqHxatBFMngG8IFbtUYF2knF7hATtKvsBd1W4bL9U%2Fzdt732JpxD5DHrs3urTZMsUzLI%2BsAG%7Ctkp%3ABk9SR7yfsNa8ZA,4 GB,"128GB,64GB,32GB",Dual SIM (SIM + SIM),"Samung Galaxy A14,A14 5G,A04,A04E,A04S,A03 CORE",6.6 in
"Brand New Samsung Galaxy A15 5G A156M 128GB 6GB  6.6"" Unlocked",$154.89 ,https://www.ebay.com/itm/285689583749?_skw=phone&hash=item42846d1885:g:B8oAAOSwDAllwzFk&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm2IdYi2qTX%2FUSQRD1QS9%2B4gL2QkpssopbEA787YufMnQMaiA%2BV%2Fz7vfCObSyYf%2BSoLr3yPyS84p0cLKxTJZAms0UgoOnOKRQtRCWKjMnVEFzw1lGfyMqoewu1zSbI302oUNtLnkdSGlZTbnOjhoxtIBxap8gZLPrMzEBdVjAgmLbwxbxrwokgbxkGBJApa8WGN%2F7wCO7QcD7iZD%2F9RUv8eM5eOHaOYGuYYlhzxZPYUNHnnCt0S6wZ%2BHhmY5wYv%2BgQUQrAGyk%2BwUu9pA6HFs4kH%7Ctkp%3ABk9SR-y5z9a8ZA,6 GB,128 GB,Dual SIM (SIM + SIM),Galaxy A15 5G,6.6 in
Samsung Galaxy S23 5G S911U1 128GB Factory Unlocked - Excellent,$403.99 ,https://www.ebay.com/itm/226290329722?_skw=phone&epid=14059039366&hash=item34aff4687a:g:TzYAAOSwc6VkY6uc&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnzcIngpT2lD%2BhpL0ia4kNc313zYbd3Ts0jhRXQUfO7IK1B6nvj8oqKa%2F4v440ZwATMuaPNvlzpUjn3l1ErBCusMGUkOkSchkK61eZdI5ThsBAuPY4Q8PI1A5Z3QKg51Zuzn6x%2BjEqW1lEmUzT3kbCoCSG6YHmW6kyPuOfhwQ2lnYzpijfQVLwR2FVF8Z91SbAXkNbsWK1VecjKiDlRxrfYvB1%2FfMPGoT5r08k2LK4DwA%3D%3D%7Ctkp%3ABk9SR_K5z9a8ZA,8 GB,128 GB,-,Samsung Galaxy S23,6.1 in
Samsung Galaxy A15 5G - 128GB - T-Mobile and Metro ONLY!,$129.99 ,https://www.ebay.com/itm/276604999447?_skw=phone&hash=item4066f15717:g:fnsAAOSwewdmxiGS&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn%2FUXeFlpqZ7skQ1%2F6fJBAUC1VRKu1GIl6Av22PjjIhv%2F3t76de41%2FT8lSFdWfELsZL2xWEAT7ek1CbTyebJnwJXbZDXUy0yESabs7XvZl6O%2FmLc7UbtwtF84%2BD6N0XjKKpHHERI%2BVWGoO7laD45XuH9K0OECPPOhw83AKhhU4Rw%2FvGor2X83stBIztcsjQo%2FujkZ6OLkF%2BkYyahiGadPHspgmUDNAc5H2db0K3TY64skHqsUQ1e%2BUR90V0z2gJ8HWlH5SR%2FIK4hUFXUFdZCNex%7Ctkp%3ABk9SR_K5z9a8ZA,4 GB,128 GB,Single SIM,Galaxy A15 5G,6.5 in
Samsung-A15 5G- 128Gb -Blueblack-Cricket Wireless New,$104.98 ,https://www.ebay.com/itm/126421636729?_skw=phone&hash=item1d6f511679:g:gcAAAOSwj5NmISVL&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKncRP9RxIsx%2BmgK1VtGYj2QHqv1Z%2BzOfBGmRHZ4mBD1IprTw19t%2FtNlP7SRp2U7Q4QT0IfwXV86RaZ5r3vwHCGruIHNwvTdXz3WoNdSzCkG15K95cuhN5mglpa81oLUp%2FlIXJpzSN%2BVuNVTV1dGE5144OgxsQon7L4NtnwDClgxAdW3dLuT%2BjcjKHD2PLaQRyLOGd%2F3mr4%2Flb88p2SLd8QQDTst6RXNYf3gQMTj0119Rg%3D%3D%7Ctkp%3ABk9SR_K5z9a8ZA,4 GB,128 GB,Single SIM,A156U,6.5 in
Samsung Galaxy S23 Ultra 5Gâœ¨ Unlocked (SM-S918U) - Open Box,$755.00 ,https://www.ebay.com/itm/226239509988?_skw=phone&epid=23059054247&hash=item34acecf5e4:g:uv8AAOSwrV1mkKvF&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnNSJgnKamJJNE%2Bbom%2BJLXnULFkme3iarkMd9ZEpPYi58IdS0%2B3L7ymyDqxVXGMHN5ToMVc5RcxWOVL2hmt7as4o%2BJ9l01rB%2Flj9vR59J2MtLmMDck2nazT%2BZeJAO5239ZbeXXhafQdHLh7EK5Vuoat1%2B%2BQ74HUx66Ea1IVkiPVVSlc%2Fd8%2FNzwat6qrV8Wehqup%2BaH8snWCk%2FSRPxWtIlh9E2JTEvVGMQ0oPFUp7cvtSQ%3D%3D%7Ctkp%3ABk9SR_S5z9a8ZA,-,-,Dual SIM (SIM + eSIM),Samsung Galaxy S23 Ultra,6.8 in
Samsung Galaxy A13 5G SM-A136U Black 64GB Unlocked | AT&T | T-Mobile - VERY GOOD,$115.00 ,https://www.ebay.com/itm/145675877887?_skw=phone&epid=15053002552&hash=item21eaf57dff:g:IuIAAOSw311lMOeu&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlqnswV2qopITpt6Fj1uY3cDbkFyDkqAuodtKzQ2Z%2FNZ39CBsY72g0myoqWSVrqwbSQm%2FQEQINF6aEQH4GeHVbtUtxXGm6SvOfWwCOCDpP4wWJLMlVAnkFWK822UWLHIHwp1eeI%2FxdjA91%2BbwJgADV4BIzvwLyQsFujO5V8MxY%2BeLPy29coWQNeMiKUxOiu40TcS1CRQwKRsezvus7lc0hUWjmavt3EVLRg0Z7KEYkWwQ%3D%3D%7Ctkp%3ABk9SR_S5z9a8ZA,4 GB,64 GB,Single SIM,Samsung Galaxy A13 5G,6.5 in
Samsung Galaxy S24 5G 128GB SM-S921U (T-MOBILE) Excellent,$435.00 ,https://www.ebay.com/itm/276501112870?_skw=phone&epid=20064922206&hash=item4060c02826:g:ZFIAAOSwPJxmZRX6&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnkLNORVTIOyaEhnr8kXFGO3zvvwrJ9qTcJstvsCLYGLhyAQiaaXsS9K7X2qyyxXNod5H6913lWgaq%2B6zNAmm3Cn%2FBWJC81Qt58ULScgh5c6PflZmEEKKZhqQYUCenzMOd96j3Gq6y4Uwv73L8mpUCtIwxxDHroupI%2F%2ByQHAFyQVqZ%2F89fTsIUAtLVCMdMZO9I5FxGvZR4dq%2B61mJ%2FdHORgG%2Fmj%2BOD%2B43fBbbObA%2FokOQ%3D%3D%7Ctkp%3ABk9SR_S5z9a8ZA,8 GB,128 GB,Single SIM,Samsung Galaxy S24,6.2 in
✨Samsung Galaxy A13 5G✨64GB Black (Unlocked | T-Mobile | AT&T | GSM) - Open Box,$105.00 ,https://www.ebay.com/itm/225915784133?_skw=phone&hash=item3499a14bc5:g:o7kAAOSwAx5leng8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmXMbk9rfiVDnlMh%2FLhHlg52ehMg06kZ56RbRG5KH5WQ27RERrhbc%2ByB%2F889%2FqDdnJubNRuF3QfDm3puNA6vZ%2BbPwafwriumKNo0lR5IHqpVioXsi1eCbed%2F8%2BOF5spn7qZrVYO7KL8msGY%2F4rrTUiNR2hJM4M9Dj4QVd4o2KnooeleCA%2BHV91kOJBV98Vi4TaU6z1bo%2F4psDMyyJlbngxZpMEVvCcrZFP%2B42qKypfwXTeSPA27aGAJuaWr99UVrP%2BlSXYinNq5xORNsa55gOwt%7Ctkp%3ABk9SR5L49Na8ZA,4 GB,64 GB,Single SIM,Samsung Galaxy A13 5G,6.5 in
"Samsung Galaxy A13 4G A135F/DS 6.6"" 4/128GB 50MP Octa-core 5000mAh Phone CN SHIP",$243.50 ,https://www.ebay.com/itm/175861519890?_skw=phone&hash=item28f229d612:g:nf0AAOSwN~diQU5o&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKllJn5U%2BwaqqmDKfTt4GKosDEn0FLuzCuQ2BYRHDHNCYVqoXucvvKxooY2XEGmBDdU2kAqOaHHT8nNN5oSRG8B5ILc4JyWxiQyQedS3EtwRmZ3%2BQMDPy2ZvHlUq%2B8kfCLMttzTfmVTqOgS9PP%2FcbzapdCTE1Qfr8dVv0R43krJjxjMDjmPq7w99ZqqRJv%2BwN7hSc%2BMlqYMfhEDdA65vGsXVmBszQayVtMNrvsN9qs%2By2TaFkjm8IjwEGcRT0cRGoRQrDUclrPlY4iHji6YKJqwa%7Ctkp%3ABk9SR5L49Na8ZA,4GB,128 GB,-,Samsung Galaxy A13 4G,6.6 in
NEW UNLOCKED SAMSUNG GALAXY S23+ PLUS 5G SM-S916U ALL COLORS AND MEMORY GSM+CDMA,$638.88 ,https://www.ebay.com/itm/196431104418?_skw=phone&epid=18059048924&hash=item2dbc34c9a2:g:gKUAAOSwOk5mYnb5&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKk3kEmQmsKgP8GVP5CZo4BCYyi4mfbV0Aclg6GT4R2GR%2Fj8xKTIt%2FZkMb%2BXrZsCa0KzIUvXu6aPUu7bdijcIdC0S%2B19tjcmn6mboD0du%2FXNJTV%2Fx3sGJ2XcM5YceItRagO0hVuLW95sJrpX9kKF0bUZsHHkDj6jJ9LftU%2FvNAox8TiOaNU47sKGZP8tV2z494reLomyUWbqbiv8YbMxbc07odw428sH%2F0R3EIlGvHd0SRA6v1dO%2BpyZOefythWREeBFt7Jj82uyHQfpobNfnhyX%7Ctkp%3ABFBMlPj01rxk,8 GB,"256 GB, 512 GB",Dual SIM (SIM + eSIM),Samsung Galaxy S23+,6.6 in
Samsung Galaxy S24+ Plus - 512GB - (Unlocked) (US Model),$849.99 ,https://www.ebay.com/itm/286019998486?_skw=phone&epid=8064918815&hash=item42981ed316:g:G04AAOSwQVFly8o6&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKk03sg5X7--MqqKjF2Zu0ceIP9TLOJIE5AkLk056VfE9W1jHpRl8JCTpJcthO2ZpNFZoamKwBHRoY2rTg%2FCRqz0qBA223eOY5gbzEB%2BZhDp1Y4YYRhEU5waYAafNHWGKXC4eUlfQnGZQog2q166IU9DPZHS6nyXmmdMlvbjgEqpazA%2Fd7bysKWfFHlD9ZKlYEEqZSur0KQ7Qwq%2FPtTEOaDlJjCTXyEDl27D8H1CyjfqGL%2BZdZ1x0v0PuTya4KGNGFcKDtzHqla6GDftXQMBRFOf%7Ctkp%3ABk9SR5T49Na8ZA,12 GB,512 GB,-,Samsung Galaxy S24+,6.7 in
Samsung Galaxy A13 4G SM-A135U 32GB Fully Unlocked (AT&T/T-mobile/Verizon),$92.99 ,https://www.ebay.com/itm/204145637039?_skw=phone&epid=10058872998&hash=item2f880736af:g:Mz0AAOSwYCFj9Qsd&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKn6oSZWylbJSzbwG1yYQ5d2eVg76lemahHFwSRLHnjnYyrpt%2FK6q%2F2AQBrFv4KR2XyzNwvojzStCSVbWEcYxQnVf6SVJ5GYKdvv4yV4HCZelMpaF2tHcZ8leGgPYK9ojsoUnvjs%2BuObhWpzZrfVHDzPc6Rob1ab5p%2F8OVQ2wu5GsjQXKj%2B4VBGgQKVOwjFCWWLCBjwRBvnb1Xg9ufmWOpITem7Au0CBnWFtlPb3d%2FyMCQ%3D%3D%7Ctkp%3ABk9SR5T49Na8ZA,-,32gb,-,Samsung Galaxy A13 4G,6.5 in
Samsung Galaxy A13 5G SM-A136U1 Unlocked 64GB Black Good,$84.99 ,https://www.ebay.com/itm/176488012937?_skw=phone&epid=28053004609&hash=item2917815c89:g:AgUAAOSwrL1moTz0&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnxZDZ04MFkjkNreJ52n10o9M2U3mozYLPMI0YvN8NVMmag8ZmJXFUGjSHYE9Balu8Slb9FcMy9pTsDeU2J8FKtHnjzeECvjhX3A8WKerYT1CY9qGcZue9dSt61QjFPjNR0tURoehW4%2FfpcHuX5O5uG3MIQmdJa%2BdUlHFboms3UwmgmQ%2BZN9RK84cjg4Xd3jMbGz96wR2v8dPgYSb6C4LrSXArPyV41e7y0XIrgNsJEag%3D%3D%7Ctkp%3ABk9SR5b49Na8ZA,-,64 GB,-,SM-A136U1,6.5 in
OPEN BOX  Samsung Galaxy S23 SM-S911U1 5G 128G 256GB Black Cream Green Unlocked,$399.00 ,https://www.ebay.com/itm/126197005671?_skw=phone&epid=2330090727&hash=item1d61ed7d67:g:vs8AAOSwWAhlW9H6&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKllbIOqsOChZnG0PdjMQr8ZbLwOV8KCPP4EUFYIy%2F7Xq8hm1MK30CEn%2BoW7CSUVTjQYc7FrKZH5fLD%2BMlQ0%2Ft%2B%2Fbs7ihofklqIdMdnUd8C16LxhofelEmUxMItPAXgQn1nz8BYBU9ke%2BpJivu6AzQS8wjjnVv%2BuN%2F33xJkfYDrxhCjaM8RAr7SqFx%2Bp6kO3i3UqEX4LsYBEwbWl16arWgmr5TflF9UaI%2BmgthVA134Tc9fY7tt%2FgqnsLwnU%2FFewPMzBj649cYlUNS1xXmeJTjF%2F%7Ctkp%3ABk9SR5b49Na8ZA,8 GB,128 GB,Dual SIM (SIM + eSIM),Samsung Galaxy S23,6.1 in
"Open Box Samsung Galaxy A15 5G A156M 256GB 8GB  6.5"" Unlocked",$160.00 ,https://www.ebay.com/itm/305481313537?_skw=phone&hash=item47201aed01:g:B8oAAOSwDAllwzFk&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl2YFSWKffQbijnGzc7jm2DfgHtXd4oBJWx4muYYVzKPvEddErQexYX%2B3eczBIKBRZ0--I5VAbuMV2AJnEi%2BMtK2wMGB6v7sL9U%2FpQub5Y82XuFFmtZ%2FUz5lbhr8Jmhza0fTdD1sobs84pEFQSjXX87Z%2Fiow6DKkrO%2BWxsGRg%2BsjZ2xwt4NLAG1u1IbTmjHT0tLW1ga2m0aUpeHY2hgWT3TkY%2B%2FcsVUivmg5kIFpsr5u2DCCYHCooj7W97XAu5wlt9k78%2BoYUctXWNE5AiGO1Nf%7Ctkp%3ABk9SR5b49Na8ZA,8 GB,256 GB,Dual SIM (SIM + SIM),Galaxy A15 5G,6.5 in
UNLOCKED Samsung Galaxy S23 FE 5G S711U 128GB 50MP Cam All Colors - OPEN BOX,$335.00 ,https://www.ebay.com/itm/145858179767?_skw=phone&epid=8063457503&hash=item21f5d332b7:g:BC0AAOSwp6xmPbrI&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm0HNVhKei7z%2FyaBFT%2B%2FkKjzv3K7H80%2B1MdWuvHOkyZDfFothS88PelnnRfSN7B18qOF2C8n8BSUK66VpQDWwz6napzL3ZP3JhX%2BhkVdZyH0MNtL%2BHx6qNu01bKW67ULTwa5Lno9ZHKZ8o7hMqNpE3P1EGpXegefHfLe%2BoYGDLcXdSAfYiYXY9YTQbILFBPsGIJOTuI%2FFIsrGNK6e%2BuU%2FbjT35pt%2Fv6pNmcips2zZMOeg%3D%3D%7Ctkp%3ABk9SR5j49Na8ZA,8 GB,128 GB,Single SIM,Samsung Galaxy S23 FE,6.4 in
Samsung Galaxy S23 FE 5G S711U 128GB Graphite 50MP Camera (T-Mobile) - VERY GOOD,$299.00 ,https://www.ebay.com/itm/145665203948?_skw=phone&hash=item21ea529eec:g:UFkAAOSwl1tl8ACV&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlbo0PuYr7fFAhWWPQsjCb6PD68B2Ri1EKm7W3jt%2FGAJx6YesYaCk7JZkGqO8%2FHFzfaSVN0KAL%2BCnEYSU7xqLxEGkPPY75ZDn4nU%2FPUl8%2BVQlARhxVnOjYItUWn5sJVlIYgZdmq75QC5YaEoM4PxPor1qD8C8YX9ufZH4BghZ4JyVIvK1OwdrH6xXBEqrKH60O%2BAtp1P6eQfSpoJR0Z8YHNTWX39xveBYP3xQdUGDWniQ%3D%3D%7Ctkp%3ABk9SR5j49Na8ZA,8 GB,128 GB,Single SIM,Samsung Galaxy S23 FE,6.4 in
Samsung Galaxy A15 5G A156M 256GB 8GB RAM GSM Unlocked International Version NEW,$184.99 ,https://www.ebay.com/itm/326001858599?_skw=phone&hash=item4be7399827:g:wY8AAOSwqg9lizHL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmHNQFgwRI97XQQ4LltHSjE%2F7fuQtYWIU8HXP1RKY0s1%2BmC4agBKXSe%2BhcAY1WsMyfXZz7Fl5fCNPaAzrghHHQACFy3%2FMDUOuQSr7Z8ZAjVdRMypH%2Bg3BbMpY2NcnvKQKgzyk%2Fs3DeTFpShmb0dCIDhWt0o2yZOJ5gI6i%2FdmDDHUy9bISEnXW9g%2FKOISGLXIEU4ofwBIglp1AFtxy1b3l9SWVPLRfylxENq07lGZiFdWHza9%2B7YVr%2BdjDlK1Qw9fmTpII5kG2%2FpOEvn8WqhVM1s%7Ctkp%3ABk9SR5j49Na8ZA,8GB,256GB,Dual SIM (SIM + SIM),Galaxy A15 5G,6.5 in
